Make,Model,Year,Mileage,Price,Body Style,Ex Color,In Color,Engine,Transmission,Doors
Nissan,Altima SL,2008,108159,13688,Sedan,Gray,Black,4 Cyl,Automatic,4
Toyota,Corolla LE,2010,33036,13777,Sedan,Silver,Gray,4 Cyl,Manual,4
Lexus,ES 350,2008,53735,18000,Sedan,Gray,Black,6 Cyl,Automatic,4
GMC,Yukon XL 1500,2008,101147,16900,SUV,Gray,Black,8 Cyl,Automatic,4
Acura,MDX Technology,2008,78059,20191,SUV,Red,Brown,6 Cyl,Automatic,4
Toyota,Sienna CE,2010,63848,18999,Minivan,White,Gray,6 Cyl,Automatic,4
Lexus,GS 350,2008,59738,23500,Sedan,Red,Black,6 Cyl,Automatic,4
Nissan,Frontier SE,2010,40128,21995,Pickup,Black,Gray,6 Cyl,Automatic,4
Acura,MDX Technology,2008,75728,22795,SUV,Black,Brown,6 Cyl,Automatic,4
Lexus,IS F,2008,57826,35323,Sedan,Black,Gray,8 Cyl,Automatic,4
Toyota,Highlander Limited,2010,82476,28000,SUV,Green,Gray,Hybrid,Automatic,4
Porsche,Cayenne GTS,2008,40180,45900,SUV,White,Black,8 Cyl,Automatic,4
Lexus,GS 350,2007,55049,19994,Sedan,Silver,Black,6 Cyl,Automatic,4
Nissan,Versa SL,2007,25547,9995,Hatchback,Red,Tan,4 Cyl,Automatic,4
Jeep,Patriot Sport,2007,105219,7500,SUV,Green,Gray,4 Cyl,Automatic,4
Ford,Fusion SEL,2007,104416,8995,Sedan,Purple,Gray,6 Cyl,Automatic,4
Kia,Rondo LX,2007,44527,7995,Wagon,Black,Gray,4 Cyl,Automatic,4
Honda,Pilot LX,2007,125831,10998,SUV,Silver,Gray,6 Cyl,Automatic,4
Dodge,Nitro SLT,2007,114043,9721,SUV,Silver,Gray,6 Cyl,Automatic,4
Mazda,Mazdaspeed 3 Sport,2007,93347,11400,Hatchback,Black,Black,4 Cyl,Manual,4
Nissan,Murano SL,2007,104259,10995,SUV,Silver,Gray,6 Cyl,Automatic,4
Toyota,Camry,2007,55047,15995,Sedan,Gray,Gray,4 Cyl,Automatic,4
BMW,5 Series 530i,2007,117204,11194,Sedan,Black,Gray,6 Cyl,Automatic,4
Acura,TL,2007,96480,12900,Sedan,White,Tan,6 Cyl,Automatic,4
Honda,Pilot EXL,2007,72705,14995,SUV,Green,Gray,6 Cyl,Automatic,4
Nissan,Pathfinder LE,2007,64303,15995,SUV,Black,Black,6 Cyl,Automatic,4
Mercedes-Benz,R 350,2007,85738,16450,SUV,Silver,Black,6 Cyl,Automatic,4
BMW,3 Series 335xi,2007,89028,16954,Sedan,Silver,Gray,6 Cyl,Manual,4
Chevrolet,Silverado 1500 LT,2007,142422,14617,Pickup,Black,Gray,8 Cyl,Automatic,4
Lexus,RX 400h,2007,83573,19672,SUV,Silver,White,Hybrid,Automatic,4
Nissan,Altima S,2009,79404,11695,Sedan,Blue,Black,4 Cyl,Automatic,4
Toyota,FJ Cruiser,2007,75829,18995,SUV,Blue,Black,6 Cyl,Automatic,4
BMW,X3 3.0si,2007,78454,14995,SUV,Blue,Gray,6 Cyl,Automatic,4
Scion,xB,2009,46284,13994,Wagon,Black,Black,4 Cyl,Automatic,4
Lexus,LS 460,2007,87373,21899,Sedan,Silver,Gray,8 Cyl,Automatic,4
Subaru,Impreza WRX STI,2007,95409,21995,Sedan,Blue,Gray,4 Cyl,Manual,4
Chevrolet,Corvette,2007,26804,29977,Coupe,Black,Black,8 Cyl,Automatic,2
Porsche,911 Turbo,2008,38769,78700,Convertible,Black,Tan,6 Cyl,Manual,2
Chrysler,Sebring Limited,2006,101774,7995,Convertible,Black,Brown,6 Cyl,Automatic,2
Nissan,Xterra X,2006,103700,8995,SUV,Gray,Gray,6 Cyl,Automatic,4
Toyota,RAV4 Limited Edition,2006,76470,14450,SUV,Silver,Gray,4 Cyl,Automatic,4
Jeep,Commander Limited Edition,2006,72127,14799,SUV,Black,Gray,8 Cyl,Automatic,4
Mercedes-Benz,ML 350,2006,94853,13900,SUV,Black,Gray,6 Cyl,Automatic,4
Mercedes-Benz,C 55 AMG,2006,80521,14990,Sedan,Black,Black,8 Cyl,Automatic,4
BMW,5 Series 525xi,2006,82713,14933,Sedan,Silver,Black,6 Cyl,Automatic,4
Dodge,Charger R/T,2006,64817,16900,Sedan,Orange,Black,8 Cyl,Automatic,4
Acura,MDX Touring,2006,92928,13477,SUV,Black,Black,6 Cyl,Automatic,4
Nissan,Rogue SL,2008,88239,10995,SUV,Silver,Black,4 Cyl,Automatic,4
Mercedes-Benz,E 500,2006,56866,17999,Sedan,Gray,Black,8 Cyl,Automatic,4
Mercedes-Benz,S 430,2006,69285,22900,Sedan,Silver,Black,8 Cyl,Automatic,4
Porsche,Cayenne,2006,76288,18495,SUV,Blue,Black,6 Cyl,Manual,4
Lamborghini,Gallardo LP570,2011,4613,229995,Convertible,White,Black,10 Cyl,Automatic,2
Honda,Odyssey Touring,2005,56054,11995,Minivan,Beige,White,6 Cyl,Automatic,4
Toyota,Corolla S,2005,80562,7995,Sedan,Gray,Gray,4 Cyl,Automatic,4
Jeep,Liberty Sport,2005,101741,6995,SUV,Brown,Tan,6 Cyl,Automatic,4
Honda,Civic EX,2005,72456,8977,Coupe,Silver,Black,4 Cyl,Automatic,2
Honda,Element EX,2005,99253,10495,SUV,Orange,Gray,4 Cyl,Automatic,4
Chrysler,Pacifica Touring,2005,87820,8995,SUV,Green,Tan,6 Cyl,Automatic,4
Lincoln,Aviator Luxury,2005,100891,9555,SUV,Black,Tan,8 Cyl,Automatic,4
Lexus,ES 330,2005,165068,7500,Sedan,Blue,Gray,6 Cyl,Automatic,4
Mercedes-Benz,E 320,2005,105632,10090,Sedan,White,Black,6 Cyl,Automatic,4
Lexus,RX 330,2005,102989,14486,SUV,Silver,White,6 Cyl,Automatic,4
Jeep,Wrangler Sport,2005,67955,16994,SUV,Yellow,Gray,6 Cyl,Automatic,2
Dodge,Ram 1500,2005,62201,21000,Pickup,Red,Gray,10 Cyl,Automatic,4
Porsche,Cayenne S,2005,73477,16990,SUV,Gray,Black,8 Cyl,Automatic,4
Toyota,Camry XLE,2007,87829,13984,Sedan,Gray,Gray,6 Cyl,Automatic,4
Mercedes-Benz,E 55 AMG,2005,90951,21850,Sedan,Gray,Black,8 Cyl,Automatic,4
Pontiac,Grand Prix GT,2004,113082,4995,Sedan,Green,Gray,6 Cyl,Automatic,4
Nissan,Altima S,2004,80906,6995,Sedan,Beige,Black,4 Cyl,Manual,4
Chevrolet,TrailBlazer LT,2004,119971,6495,SUV,Purple,Gray,6 Cyl,Automatic,4
Audi,A4 1.8T,2004,72255,8995,Convertible,Blue,Tan,4 Cyl,Automatic,2
Toyota,Camry Solara SLE,2004,54649,9995,Convertible,Red,Gray,6 Cyl,Automatic,2
Ford,Expedition Eddie Bauer,2004,104571,8995,SUV,White,Tan,8 Cyl,Automatic,4
Honda,Civic EX,2004,76113,6999,Sedan,Gray,Gray,4 Cyl,Automatic,4
Jeep,Grand Cherokee,2004,85669,11495,SUV,White,Tan,8 Cyl,Automatic,4
Ford,F-350 XLT,2004,128004,13900,Pickup,Green,Tan,8 Cyl,Automatic,4
Lexus,RX 330,2004,99824,11890,SUV,Black,Tan,6 Cyl,Automatic,4
Ford,F-250 XLT,2004,68244,17900,Pickup,Black,Gray,8 Cyl,Automatic,4
BMW,6 Series 645Ci,2004,94711,18396,Convertible,Silver,Tan,8 Cyl,Automatic,2
Chevrolet,Venture Warner Bros. Edition,2003,109825,4995,Minivan,Red,Gray,6 Cyl,Automatic,4
Toyota,Camry LE,2003,78930,8992,Sedan,Silver,Gray,4 Cyl,Manual,4
Volvo,XC70,2003,103921,7900,Wagon,Black,Brown,5 Cyl,Automatic,4
Volkswagen,Golf GLS,2003,118273,7967,Hatchback,Silver,Black,4 Cyl,Automatic,4
BMW,5 Series 525i,2003,138130,7995,Sedan,Black,Tan,6 Cyl,Automatic,4
Ford,Escape XLT,2003,75882,6995,SUV,Gray,Gray,6 Cyl,Automatic,4
Mercedes-Benz,E 320,2003,116809,9900,Sedan,White,Gray,6 Cyl,Automatic,4
Subaru,Forester 2.5XS,2003,167215,4500,SUV,Silver,Gray,4 Cyl,Automatic,4
Chevrolet,Tahoe LT,2003,112982,9995,SUV,Gray,Tan,8 Cyl,Automatic,4
Cadillac,Escalade,2003,165120,7700,SUV,White,Tan,8 Cyl,Automatic,4
Toyota,Camry LE,2005,26698,15977,Sedan,Gray,Gray,4 Cyl,Automatic,4
Pontiac,G6,2009,44386,14500,Sedan,Gold,Brown,4 Cyl,Automatic,4
Honda,Pilot EXL,2011,28532,27991,SUV,Red,Black,6 Cyl,Automatic,4
BMW,7 Series 750Li,2013,13157,73899,Sedan,Black,Black,8 Cyl,Automatic,4
BMW,7 Series 750Li,2013,13157,73899,Sedan,Black,Black,8 Cyl,Automatic,4
Nissan,Rogue S,2013,4958,20295,SUV,Gray,Gray,4 Cyl,Automatic,4
Acura,MDX Technology,2008,85862,21987,SUV,Silver,Black,6 Cyl,Automatic,4
Lexus,GS 350,2011,35086,31766,Sedan,White,Gray,6 Cyl,Automatic,4
Nissan,Pathfinder LE,1999,161695,2995,SUV,Brown,Tan,6 Cyl,Automatic,4
Hyundai,Genesis R-Spec,2012,20223,29995,Sedan,Gray,Black,8 Cyl,Automatic,4
Ford,Fusion SE,2014,6919,22495,Sedan,White,Black,4 Cyl,Automatic,4
Jeep,Liberty Sport,2012,56941,16886,SUV,Red,Gray,6 Cyl,Automatic,4
Ford,Econoline E-150,2008,22619,16988,Van,Silver,Gray,8 Cyl,Automatic,4
Hyundai,Santa Fe GLS,2012,69185,15973,SUV,Red,Tan,4 Cyl,Automatic,4
Chevrolet,Cruze Eco,2011,46560,14998,Sedan,Gold,Black,4 Cyl,Manual,4
Volvo,S80,2011,2161,29900,Sedan,White,Tan,6 Cyl,Automatic,4
Acura,MDX Technology,2011,31105,32725,SUV,Gray,Black,6 Cyl,Automatic,4
Volkswagen,Passat SE,2013,3565,21488,Sedan,Silver,Black,5 Cyl,Automatic,4
Ram,1500 ST,2014,11,40780,Pickup,Black,Black,8 Cyl,Automatic,4
Kia,Optima EX,2011,49811,14998,Sedan,Silver,Gray,4 Cyl,Automatic,4
Chevrolet,Camaro SS,2011,25187,26995,Coupe,Gray,Gray,8 Cyl,Automatic,2
BMW,3 Series 325Ci,2005,91547,10900,Convertible,Gray,Gray,6 Cyl,Automatic,2
Honda,Pilot EXL,2007,103176,11888,SUV,Gray,Gray,6 Cyl,Automatic,4
Acura,MDX Advance,2012,17548,36189,SUV,Black,Black,6 Cyl,Automatic,4
Honda,Pilot EXL,2012,53643,26900,SUV,White,Gray,6 Cyl,Automatic,4
Nissan,Murano SL,2007,84535,12000,SUV,Gray,Gray,6 Cyl,Automatic,4
Nissan,Versa SV,2012,41122,11495,Sedan,Black,Gray,4 Cyl,Automatic,4
Acura,MDX,2011,36966,28499,SUV,Red,Brown,6 Cyl,Automatic,4
Toyota,Sequoia SR5,2004,157540,8995,SUV,White,Brown,8 Cyl,Automatic,4
Buick,Century Custom,2003,87666,5555,Sedan,Gold,Brown,6 Cyl,Automatic,4
Land Rover,LR4,2012,7210,48854,SUV,Brown,Black,8 Cyl,Automatic,4
Toyota,Prius Plug-in,2013,9986,27500,Hatchback,Silver,Gray,Hybrid,Automatic,4
Honda,CR-V EX,2011,33135,18402,SUV,Gray,Gray,4 Cyl,Automatic,4
Lexus,RX 350,2011,44764,31000,SUV,Gray,Black,6 Cyl,Automatic,4
Ferrari,360 Spider,2002,15510,89995,Convertible,Red,Tan,8 Cyl,Automatic,2
GMC,Terrain SLE,2011,33719,19995,SUV,Red,Black,4 Cyl,Automatic,4
Toyota,Sequoia Limited Edition,2005,85765,16995,SUV,Blue,Black,8 Cyl,Automatic,4
Ford,Mustang Boss 302,2012,7483,39995,Coupe,Red,Black,8 Cyl,Manual,2
Lexus,ES 350,2011,28150,25998,Sedan,Red,Tan,6 Cyl,Automatic,4
Dodge,Grand Caravan Mainstreet,2011,83868,13999,Minivan,Black,Black,6 Cyl,Automatic,4
Mercedes-Benz,GL 450,2012,14683,56890,SUV,White,Brown,8 Cyl,Automatic,4
Subaru,Legacy 2.5i Premium,2011,31564,17120,Sedan,Gray,Black,4 Cyl,Automatic,4
Nissan,Pathfinder S,2011,30056,19995,SUV,White,Tan,6 Cyl,Automatic,4
Jeep,Grand Cherokee Laredo,2011,36258,26995,SUV,Silver,Black,6 Cyl,Automatic,4
Acura,MDX Technology,2011,36170,31998,SUV,Gray,Black,6 Cyl,Automatic,4
Land Rover,Range Rover Sport Supercharged,2007,74854,26995,SUV,Gray,White,8 Cyl,Automatic,4
Ford,Mustang GT,1993,30677,7995,Convertible,Black,Black,8 Cyl,Automatic,2
Acura,TSX,2010,69417,17998,Sedan,White,Black,4 Cyl,Automatic,4
Honda,CR-V LX,2011,8595,16899,SUV,Gray,Black,4 Cyl,Automatic,4
Subaru,Legacy 2.5i Premium,2011,24973,18595,Sedan,Black,White,4 Cyl,Automatic,4
Pontiac,Vibe,2010,29488,11995,Wagon,Silver,Black,4 Cyl,Automatic,4
Suzuki,XL-7 Limited Edition,2003,248304,4450,SUV,White,Tan,6 Cyl,Automatic,4
Ford,Transit Connect XL,2013,7,19999,Minivan,White,Gray,4 Cyl,Automatic,4
Lexus,GS 300,2006,145033,10309,Sedan,Gray,Gray,6 Cyl,Automatic,4
Dodge,Grand Caravan SXT,2012,61000,12995,Minivan,White,Gray,6 Cyl,Automatic,4
Chrysler,200 Touring,2011,40228,16912,Sedan,White,Black,4 Cyl,Automatic,4
Subaru,Outback 3.6R Limited,2013,14599,28336,Wagon,White,Brown,6 Cyl,Automatic,4
Kia,Optima EX,2013,19648,24995,Sedan,Bronze,Gray,4 Cyl,Automatic,4
Chevrolet,Malibu LT,2008,118225,6900,Sedan,Silver,Black,4 Cyl,Automatic,4
BMW,6 Series 650i,2006,64662,25997,Convertible,Beige,Tan,8 Cyl,Automatic,2
Subaru,Impreza 2.5i,2011,35484,17995,Sedan,Red,White,4 Cyl,Automatic,4
Ford,F-150,2011,40314,28495,Pickup,Black,Gray,8 Cyl,Automatic,4
Land Rover,LR2 HSE,2010,89977,18990,SUV,Black,Black,6 Cyl,Automatic,4
Porsche,Cayenne,2011,28916,46994,SUV,Silver,Tan,6 Cyl,Automatic,4
Ford,Fusion SEL,2010,34293,17495,Sedan,Black,Black,6 Cyl,Automatic,4
Honda,Accord,2012,29441,18995,Sedan,Gray,Black,4 Cyl,Automatic,4
Toyota,RAV4 Limited Edition,2010,36995,19501,SUV,White,Gray,4 Cyl,Automatic,4
Mercedes-Benz,G 63 AMG,2013,1543,139979,SUV,Black,Black,8 Cyl,Automatic,4
Mercedes-Benz,GLK 350,2013,17675,36900,SUV,Black,Black,6 Cyl,Automatic,4
Cadillac,Escalade,2012,36424,49998,SUV,Black,Black,8 Cyl,Automatic,4
Hyundai,Santa Fe Sport,2013,3751,27997,SUV,Gray,Gray,4 Cyl,Automatic,4
Toyota,Highlander Limited,2012,34222,33995,SUV,Gray,Black,6 Cyl,Automatic,4
Toyota,RAV4,2011,30828,16995,SUV,Red,Gray,4 Cyl,Automatic,4
Honda,Civic LX,2010,28685,11995,Sedan,Blue,Gray,4 Cyl,Automatic,4
Mercedes-Benz,C 300,2008,59368,16442,Sedan,Blue,Tan,6 Cyl,Automatic,4
Honda,Pilot EXL,2013,13759,31492,SUV,Brown,Tan,6 Cyl,Automatic,4
Audi,A4 2.0T,2007,50000,13495,Sedan,White,Black,4 Cyl,Automatic,4
Honda,Odyssey EX,2011,35500,25524,Minivan,Black,Gray,6 Cyl,Automatic,4
Land Rover,LR4,2011,46220,39980,SUV,Silver,Black,8 Cyl,Automatic,4
Nissan,Rogue S,2013,39114,15835,SUV,Silver,Black,4 Cyl,Automatic,4
Volvo,V70,2006,63848,13495,Wagon,Silver,Gray,5 Cyl,Automatic,4
Mercedes-Benz,GLK 350,2010,62737,23977,SUV,Black,Black,6 Cyl,Automatic,4
Honda,Pilot EXL,2012,20254,29991,SUV,Gray,Black,6 Cyl,Automatic,4
BMW,7 Series 740Li,2013,5558,61985,Sedan,Gray,Black,6 Cyl,Automatic,4
Nissan,Altima S,2012,1855,17295,Sedan,Black,White,4 Cyl,Automatic,4
Infiniti,QX 56,2006,95025,20857,SUV,Silver,Gray,8 Cyl,Automatic,4
Mitsubishi,Lancer GTS,2010,49429,12387,Hatchback,Blue,Black,4 Cyl,Automatic,4
Honda,Accord EX,2011,25679,15655,Sedan,Gray,Black,4 Cyl,Automatic,4
Acura,TSX Technology,2012,15495,26985,Wagon,White,Black,4 Cyl,Automatic,4
Mercedes-Benz,GL 450,2008,96720,21900,SUV,White,Black,8 Cyl,Automatic,4
Ram,1500 SLT,2013,35691,25750,Pickup,Silver,Gray,8 Cyl,Automatic,4
Mercedes-Benz,CLK 550,2007,63845,19977,Convertible,Silver,Black,8 Cyl,Automatic,2
Porsche,Cayenne,2009,42492,37998,SUV,Black,Black,6 Cyl,Automatic,4
Volvo,S80,2011,34249,23000,Sedan,Black,Black,6 Cyl,Automatic,4
Acura,MDX Technology,2011,33326,31888,SUV,Gray,Brown,6 Cyl,Automatic,4
Jeep,Wrangler Unlimited,2013,17017,31400,SUV,White,Black,6 Cyl,Automatic,4
BMW,5 Series 535i,2011,27530,43875,Sedan,Black,White,6 Cyl,Automatic,4
BMW,5 Series 535xi,2008,87990,17950,Sedan,Black,Black,6 Cyl,Automatic,4
Mercedes-Benz,E 350,2013,8135,46899,Sedan,Brown,Tan,6 Cyl,Automatic,4
Nissan,Maxima SV,2011,46288,21497,Sedan,Gray,Black,6 Cyl,Automatic,4
Mercedes-Benz,R 350,2006,106953,13450,SUV,White,Black,6 Cyl,Automatic,4
Dodge,Challenger SRT8,2013,1440,40555,Coupe,Red,Gray,8 Cyl,Manual,2
Nissan,Maxima SV,2010,22141,21859,Sedan,Blue,Black,6 Cyl,Automatic,4
Nissan,Altima S,2014,1778,19995,Sedan,Silver,Black,4 Cyl,Automatic,4
Honda,Accord,2007,79587,11990,Sedan,Blue,Gray,6 Cyl,Automatic,4
Mercedes-Benz,CLS 550,2008,47941,28555,Coupe,Gray,Black,8 Cyl,Automatic,4
Ford,Fusion SE,2010,36940,13900,Sedan,Red,Black,4 Cyl,Automatic,4
Chevrolet,Camaro SS,2010,32816,26450,Coupe,Black,Black,8 Cyl,Automatic,2
Cadillac,CTS,2011,26000,27995,Sedan,Red,Gray,6 Cyl,Automatic,4
BMW,3 Series 335i,2011,41511,28285,Sedan,Blue,Black,6 Cyl,Automatic,4
Mercedes-Benz,E 350,2011,25818,39480,Sedan,Gray,Black,6 Cyl,Automatic,4
Porsche,Panamera,2011,38067,51995,Sedan,Blue,Tan,6 Cyl,Automatic,4
Audi,RS5,2013,5947,69700,Coupe,White,Black,8 Cyl,Automatic,2
Honda,Accord LX,2012,34207,15949,Sedan,Red,White,4 Cyl,Automatic,4
Ford,Econoline E-250,2013,5259,22995,Van,White,Gray,8 Cyl,Automatic,3
Lexus,ES 350,2011,13692,28000,Sedan,White,Tan,6 Cyl,Automatic,4
Chevrolet,Malibu LS,2011,53655,11985,Sedan,Silver,Gray,4 Cyl,Automatic,4
Infiniti,G 37,2012,23025,27000,Sedan,Blue,Gray,6 Cyl,Automatic,4
Toyota,Camry SE,2011,16258,20263,Sedan,Silver,Gray,6 Cyl,Automatic,4
Ford,Explorer XLT,2011,81504,20500,SUV,Silver,Gray,6 Cyl,Automatic,4
Toyota,RAV4,2011,23194,21987,SUV,Red,Tan,4 Cyl,Automatic,4
Chevrolet,Equinox LT,2012,20728,23400,SUV,Red,Black,6 Cyl,Automatic,4
Mazda,Mazda6 i Sport,2008,75242,10995,Sedan,Gray,Gray,4 Cyl,Automatic,4
Nissan,Altima S,2009,69770,10995,Sedan,Silver,Gray,4 Cyl,Automatic,4
Nissan,Altima S,2012,33323,18777,Sedan,White,Yellow,4 Cyl,Automatic,4
Dodge,Ram 1500 SLT,2005,86492,14995,Pickup,Black,Gray,8 Cyl,Automatic,4
Ford,Escape XLT,2011,31350,16345,SUV,Blue,Black,4 Cyl,Automatic,4
Mercedes-Benz,GLK 350,2012,32148,33991,SUV,Silver,Black,6 Cyl,Automatic,4
Jeep,Wrangler Unlimited,2012,64605,27990,SUV,White,Brown,6 Cyl,Automatic,4
Mercedes-Benz,S 550,2011,22894,61900,Sedan,Black,Brown,8 Cyl,Automatic,4
Chevrolet,Traverse LT,2011,73727,23296,SUV,Red,Black,6 Cyl,Automatic,4
Honda,Pilot EXL,2011,20206,27774,SUV,Gray,Black,6 Cyl,Automatic,4
Porsche,911 Turbo S,2014,2058,189900,Coupe,Black,Black,6 Cyl,Automatic,2
Toyota,4Runner Limited Edition,2011,26913,34500,SUV,Gray,Black,6 Cyl,Automatic,4
Ford,F-150 Lariat,2011,47651,39994,Pickup,White,Gray,8 Cyl,Automatic,4
Saturn,Aura XR,2009,47253,11800,Sedan,Silver,Gray,4 Cyl,Automatic,4
Lexus,ES 350,2007,175483,10900,Sedan,Black,Black,6 Cyl,Automatic,4
Toyota,4Runner Limited Edition,2011,52834,34500,SUV,White,Tan,6 Cyl,Automatic,4
Audi,RS4,2008,73912,34995,Sedan,Black,Gray,8 Cyl,Manual,4
BMW,M3,2003,57810,19900,Coupe,Blue,Black,6 Cyl,Manual,2
Chevrolet,Impala LTZ,2009,33893,13985,Sedan,Gray,Gray,6 Cyl,Automatic,4
Hyundai,Azera Limited Edition,2011,11286,19995,Sedan,Black,Gray,6 Cyl,Automatic,4
Honda,Civic EXL,2009,50448,13495,Coupe,Black,Gray,4 Cyl,Automatic,2
Ford,Econoline E-250,2013,8048,21999,Van,White,Gray,8 Cyl,Automatic,3
Lincoln,MKZ,2012,19920,21210,Sedan,Gray,Gray,6 Cyl,Automatic,4
Chrysler,300 C,2013,36092,24499,Sedan,Gray,Black,6 Cyl,Automatic,4
Nissan,Rogue SL,2010,61576,14990,SUV,Red,Black,4 Cyl,Automatic,4
Kia,Forte EX,2013,35238,15175,Sedan,Black,Gray,4 Cyl,Automatic,4
Infiniti,G 37,2011,24389,25883,Sedan,Blue,Gray,6 Cyl,Automatic,4
Infiniti,M 37,2011,42753,32995,Sedan,Gray,Gray,6 Cyl,Automatic,4
Hyundai,Elantra GLS,2012,16679,15995,Sedan,Blue,Tan,4 Cyl,Automatic,4
Honda,Accord EXL,2011,48413,17942,Coupe,Black,Black,4 Cyl,Automatic,2
Jeep,Liberty Sport,2011,20204,20848,SUV,Black,Gray,6 Cyl,Automatic,4
Ford,F-150 XL,2011,61128,15900,Pickup,White,Gray,6 Cyl,Automatic,2
Subaru,Impreza 2.0i,2012,11444,17995,Wagon,Black,Black,4 Cyl,Automatic,4
Toyota,4Runner SR5,2005,131859,12995,SUV,White,Black,8 Cyl,Automatic,4
Mercedes-Benz,E 500,2003,140843,7900,Sedan,Black,Tan,8 Cyl,Automatic,4
Mazda,Mazda6 i Touring,2012,43124,12985,Sedan,Red,Black,4 Cyl,Automatic,4
Kia,Forte EX,2011,36129,13994,Coupe,Silver,Black,4 Cyl,Automatic,2
Nissan,Rogue SV,2011,33566,18888,SUV,White,Black,4 Cyl,Automatic,4
Infiniti,G 37,2012,20881,25377,Sedan,Silver,Gray,6 Cyl,Automatic,4
Mercedes-Benz,E 350,2013,19000,49999,Sedan,White,Brown,6 Cyl,Automatic,4
Volkswagen,Eos Komfort,2012,22033,23495,Convertible,Blue,Black,4 Cyl,Automatic,2
Honda,Civic LX,2007,39151,11000,Coupe,Gray,Gray,4 Cyl,Automatic,2
Jeep,Wrangler Unlimited,2011,14252,29995,SUV,Silver,Black,6 Cyl,Manual,4
GMC,Yukon SLT,2009,34305,28495,SUV,Gray,Gray,8 Cyl,Automatic,4
Lexus,IS 250,2011,39610,31995,Sedan,Gray,Black,6 Cyl,Automatic,4
BMW,3 Series 328i,2013,11574,34997,Sedan,Gray,Black,4 Cyl,Automatic,4
Chevrolet,Traverse LT,2011,32562,22995,SUV,Silver,Gray,6 Cyl,Automatic,4
Acura,MDX Sport,2007,77492,21987,SUV,Gray,Tan,6 Cyl,Automatic,4
BMW,X5 3.0i,2003,120849,10750,SUV,White,Gray,6 Cyl,Automatic,4
Ford,F-150 XL,2008,183656,8977,Pickup,White,Gray,8 Cyl,Automatic,4
BMW,X5 35i,2012,27088,41900,SUV,Black,Black,6 Cyl,Automatic,4
Hyundai,Elantra Limited Edition,2012,18912,15900,Sedan,Black,Black,4 Cyl,Automatic,4
Mercedes-Benz,S 550,2011,23000,66999,Sedan,Black,Black,8 Cyl,Automatic,4
Ford,Explorer Eddie Bauer,2002,187339,3500,SUV,Green,Tan,6 Cyl,Automatic,4
Ford,F-150 XLT,2008,75979,17998,Pickup,Black,Gray,8 Cyl,Automatic,4
Land Rover,LR2 SE,2008,105486,13950,SUV,Black,Black,6 Cyl,Automatic,4
Ford,Fiesta SE,2011,52745,12386,Hatchback,Black,Black,4 Cyl,Automatic,4
Audi,A4 2.0T,2008,65372,14500,Sedan,Blue,Tan,4 Cyl,Automatic,4
Lincoln,MKS,2011,19487,28595,Sedan,Black,Brown,6 Cyl,Automatic,4
Hyundai,Sonata Limited Edition,2013,14285,20998,Sedan,Silver,Gray,4 Cyl,Automatic,4
Land Rover,Range Rover Supercharged,2013,13190,109888,SUV,Black,Black,8 Cyl,Automatic,4
Acura,RL,2005,91466,12989,Sedan,Silver,Black,6 Cyl,Automatic,4
Porsche,Panamera 4S,2010,27881,56541,Sedan,Black,Black,8 Cyl,Automatic,4
Chevrolet,Express 3500,2010,67739,15900,Van,White,Tan,8 Cyl,Automatic,3
Honda,Fit,2013,5398,19995,Hatchback,Blue,Gray,4 Cyl,Automatic,4
Ford,Econoline E-250,2012,9447,21900,Van,White,Gray,8 Cyl,Automatic,3
Ford,Explorer Limited Edition,2010,53279,25495,SUV,White,Tan,6 Cyl,Automatic,4
Toyota,Camry XLE,2003,128856,5400,Sedan,Black,Gray,6 Cyl,Automatic,4
Mercedes-Benz,GL 450,2012,21638,49991,SUV,Gray,Black,8 Cyl,Automatic,4
Ford,Focus SE,2012,39424,14937,Hatchback,Red,Black,4 Cyl,Manual,4
Kia,Optima EX,2013,36316,19969,Sedan,Silver,Tan,4 Cyl,Automatic,4
Mitsubishi,Galant GTS,2005,74646,9450,Sedan,Black,Black,6 Cyl,Automatic,4
Jeep,Wrangler Unlimited,2014,10,38360,SUV,Black,Black,6 Cyl,Manual,4
Ford,Edge Limited,2008,58765,17998,SUV,Beige,Tan,6 Cyl,Automatic,4
Nissan,Versa S,2013,39022,11358,Sedan,Red,Black,4 Cyl,Automatic,4
Honda,Pilot EXL,2011,58852,23844,SUV,Gray,Gray,6 Cyl,Automatic,4
BMW,X5 35i,2012,47341,35995,SUV,White,Brown,6 Cyl,Automatic,4
Kia,Optima EX,2013,21371,19465,Sedan,Bronze,Tan,4 Cyl,Automatic,4
Mini,Cooper,2011,15011,17999,Hatchback,White,Black,4 Cyl,Automatic,2
Jeep,Liberty Sport,2012,9425,20994,SUV,Silver,Gray,6 Cyl,Automatic,4
Lincoln,MKX,2012,37507,33481,SUV,White,Black,6 Cyl,Automatic,4
Chevrolet,Impala LT,2013,40637,15999,Sedan,White,Black,6 Cyl,Automatic,4
Honda,CR-V EXL,2011,34605,18823,SUV,Blue,Gray,4 Cyl,Automatic,4
BMW,X5 35i,2012,40559,38009,SUV,Black,Black,6 Cyl,Automatic,4
Nissan,Altima S,2012,25469,14995,Sedan,Silver,Gray,4 Cyl,Automatic,4
Nissan,Maxima SV,2013,36562,26995,Sedan,White,Gray,6 Cyl,Automatic,4
